match_id,bowler,wickets
345,Pankaj Singh,2
346,DW Steyn,2
346,Harbhajan Singh,2
346,JEC Franklin,2
347,DJ Bravo,2
347,JH Kallis,2
347,R Ashwin,2
202,SB Jakati,2
203,MF Maharoof,2
204,A Symonds,2
338,HV Patel,2
206,SR Watson,2
207,Harbhajan Singh,2
207,KA Pollard,2
207,R McLaren,2
207,Z Khan,2
340,Azhar Mahmood,2
341,A Ashish Reddy,2
341,J Theron,2
342,IK Pathan,2
342,S Nadeem,2
342,SL Malinga,2
342,UT Yadav,2
343,DJ Bravo,2
343,PP Chawla,2
204,Jaskaran Singh,2
337,DW Steyn,2
337,L Balaji,2
585,PV Tambe,2
586,Sandeep Sharma,2
587,Mohammed Shami,2
587,SR Watson,2
27,TS Mills,2
28,BA Stokes,2
28,JD Unadkat,2
28,JJ Bumrah,2
28,KV Sharma,2
29,Kuldeep Yadav,2
26,AJ Tye,2
26,AR Patel,2
337,SP Narine,2
338,GB Hogg,2
211,T Thushara,2
212,AP Dole,2
212,SK Trivedi,2
213,AB Dinda,2
213,BAW Mendis,2
333,AB McDonald,2
333,Z Khan,2
334,KK Cooper,2
335,SC Ganguly,2
210,AP Dole,2
210,Harmeet Singh,2
210,RJ Harris,2
336,KA Pollard,2
336,P Awana,2
336,P Kumar,2
336,PP Ojha,2
330,PP Chawla,2
330,SP Narine,2
26,KC Cariappa,2
26,Sandeep Sharma,2
27,P Negi,2
589,AR Patel,2
589,M Morkel,2
589,P Sahu,2
589,SP Narine,2
590,KH Pandya,2
331,VR Aaron,2
332,A Nehra,2
332,DJ Bravo,2
332,KMDN Kulasekara,2
211,KA Pollard,2
211,R Ashwin,2
217,JH Kallis,2
325,BA Bhatt,2
325,R Bhatia,2
326,A Singh,2
326,Pankaj Singh,2
327,AB Agarkar,2
327,M Morkel,2
327,RP Singh,2
327,S Nadeem,2
327,UT Yadav,2
214,PP Ojha,2
214,RJ Harris,2
215,L Ablish,2
215,SL Malinga,2
329,R Vinay Kumar,2
330,B Lee,2
323,DW Steyn,2
592,SR Watson,2
593,A Mishra,2
593,MJ McClenaghan,2
23,NM Coulter-Nile,2
24,A Mishra,2
24,JJ Bumrah,2
24,PJ Cummins,2
594,MC Henriques,2
594,Mustafizur Rahman,2
596,JA Morkel,2
596,NLTC Perera,2
596,R Bhatia,2
324,R Sharma,2
216,R Ashwin,2
217,AB Dinda,2
317,M Muralitharan,2
317,R Vinay Kumar,2
317,Shakib Al Hasan,2
317,Z Khan,2
318,M Morkel,2
319,A Singh,2
319,GB Hogg,2
319,SL Malinga,2
320,JA Morkel,2
320,RA Jadeja,2
321,Harmeet Singh,2
218,PD Collingwood,2
218,PP Chawla,2
219,Z Khan,2
220,Harmeet Singh,2
220,PP Ojha,2
220,RP Singh,2
597,MJ McClenaghan,2
597,TG Southee,2
598,MR Marsh,2
21,Mohammed Siraj,2
22,MJ McClenaghan,2
23,Kuldeep Yadav,2
599,CH Morris,2
600,SP Narine,2
600,TG Southee,2
601,AB Dinda,2
221,AG Murtaza,2
221,CRD Fernando,2
221,PJ Sangwan,2
222,DE Bollinger,2
317,JH Kallis,2
227,Kamran Khan,2
313,DE Bollinger,2
313,DT Christian,2
313,DW Steyn,2
313,SB Jakati,2
314,A Singh,2
314,AA Chavan,2
314,B Lee,2
314,SK Trivedi,2
315,R Sharma,2
316,KA Pollard,2
223,Pankaj Singh,2
223,SK Trivedi,2
224,DE Bollinger,2
224,V Sehwag,2
220,RJ Harris,2
311,AA Chavan,2
311,JP Faulkner,2
601,NLTC Perera,2
603,KW Richardson,2
18,PJ Cummins,2
18,Z Khan,2
19,AR Patel,2
19,MM Sharma,2
19,Rashid Khan,2
604,DJ Bravo,2
604,P Kumar,2
312,M Morkel,2
226,CRD Fernando,2
226,Harbhajan Singh,2
226,JH Kallis,2
227,AB Dinda,2
231,DW Steyn,2
231,Harbhajan Singh,2
231,SL Malinga,2
308,KA Pollard,2
308,PP Ojha,2
308,SL Malinga,2
309,RE van der Merwe,2
309,UT Yadav,2
310,M Kartik,2
310,MM Patel,2
228,RR Powar,2
229,A Nehra,2
229,Harmeet Singh,2
229,PP Ojha,2
229,UT Yadav,2
310,SL Malinga,2
606,PP Chawla,2
606,YS Chahal,2
607,S Nadeem,2
17,AF Milne,2
17,JD Unadkat,2
17,S Aravind,2
608,PP Chawla,2
609,Imran Tahir,2
609,R Bhatia,2
306,MM Patel,2
306,S Aravind,2
307,CH Gayle,2
307,S Aravind,2
307,SB Jakati,2
230,M Kartik,2
230,SE Bond,2
235,JH Kallis,2
236,DW Steyn,2
302,DL Vettori,2
302,S Aravind,2
302,Z Khan,2
303,AN Ahmed,2
303,JEC Franklin,2
304,Z Khan,2
305,JH Kallis,2
305,Shakib Al Hasan,2
232,SB Jakati,2
233,JH Kallis,2
233,P Kumar,2
234,CRD Fernando,2
306,J Syed Mohammad,2
606,M Morkel,2
294,S Sreesanth,2
295,A Mishra,2
295,DT Christian,2
236,SK Warne,2
238,Harbhajan Singh,2
239,AC Thomas,2
295,PP Ojha,2
295,R Sharma,2
296,CK Langeveldt,2
296,SJ Srivastava,2
297,RA Jadeja,2
298,L Balaji,2
298,Shakib Al Hasan,2
298,YK Pathan,2
300,DT Christian,2
234,SB Jakati,2
292,I Sharma,2
293,AM Salvi,2
609,SM Boland,2
610,B Kumar,2
610,DJ Bravo,2
610,DS Kulkarni,2
610,Mustafizur Rahman,2
611,A Zampa,2
15,PJ Cummins,2
15,S Nadeem,2
15,VR Aaron,2
16,AJ Tye,2
16,MJ McClenaghan,2
612,CH Morris,2
293,SJ Srivastava,2
294,P Parameswaran,2
242,SL Malinga,2
243,P Kumar,2
244,BJ Hodge,2
285,SK Raina,2
286,DT Christian,2
286,Yuvraj Singh,2
287,P Kumar,2
287,SL Malinga,2
289,DJ Bravo,2
289,R Ashwin,2
290,Bipul Sharma,2
240,A Mishra,2
240,JD Unadkat,2
240,R Bhatia,2
291,CK Langeveldt,2
291,JH Kallis,2
284,SJ Srivastava,2
284,WD Parnell,2
613,BB Sran,2
613,Harbhajan Singh,2
614,P Kumar,2
615,KC Cariappa,2
615,SR Watson,2
615,Sandeep Sharma,2
14,CR Woakes,2
617,VR Aaron,2
618,A Mishra,2
618,MC Henriques,2
285,R Ashwin,2
241,SK Warne,2
241,SW Tait,2
242,KA Pollard,2
248,S Randiv,2
249,A Mishra,2
249,R McLaren,2
250,AB Dinda,2
281,R Ashwin,2
282,Harbhajan Singh,2
282,KA Pollard,2
282,MM Patel,2
282,SL Malinga,2
283,DL Vettori,2
246,Shakib Al Hasan,2
246,YK Pathan,2
283,S Aravind,2
284,B Kumar,2
284,MR Marsh,2
284,R Sharma,2
277,R Sharma,2
277,Yuvraj Singh,2
278,JD Unadkat,2
278,R Vinay Kumar,2
250,S Nadeem,2
251,Shakib Al Hasan,2
252,R Ashwin,2
278,RV Gomez,2
279,AB Agarkar,2
279,DW Steyn,2
279,I Sharma,2
280,PP Chawla,2
247,SL Malinga,2
248,JA Morkel,2
248,JJ van der Wath,2
248,R Ninan,2
275,Iqbal Abdulla,2
275,R Bhatia,2
618,NM Coulter-Nile,2
10,Harbhajan Singh,2
11,CR Woakes,2
12,MJ McClenaghan,2
619,MJ McClenaghan,2
619,MM Sharma,2
619,Sandeep Sharma,2
620,P Kumar,2
620,Sachin Baby,2
621,PP Chawla,2
621,R Ashwin,2
276,JA Morkel,2
276,SB Jakati,2
277,JE Taylor,2
256,P Kumar,2
256,SR Watson,2
271,SK Trivedi,2
272,DE Bollinger,2
272,SB Jakati,2
273,Harbhajan Singh,2
273,MM Patel,2
273,PP Chawla,2
273,RJ Harris,2
273,SL Malinga,2
253,DT Christian,2
253,Harmeet Singh,2
254,AG Murtaza,2
254,AN Ahmed,2
274,P Parameswaran,2
274,R Vinay Kumar,2
269,IK Pathan,2
622,B Kumar,2
623,CH Morris,2
623,KH Pandya,2
624,S Aravind,2
8,VR Aaron,2
9,PJ Cummins,2
626,S Aravind,2
626,SR Watson,2
269,S Sreesanth,2
270,BA Bhatt,2
270,Iqbal Abdulla,2
254,SL Malinga,2
255,RA Jadeja,2
255,RP Singh,2
256,BA Bhatt,2
4,Sandeep Sharma,2
634,MC Henriques,2
635,B Kumar,2
635,BCJ Cutting,2
262,R Ashwin,2
263,A Mithun,2
260,A Mishra,2
265,RP Singh,2
266,L Balaji,2
628,BB Sran,2
628,CR Brathwaite,2
629,Gurkeerat Singh,2
630,DJ Bravo,2
630,DR Smith,2
5,Z Khan,2
6,B Kumar,2
515,RA Jadeja,2
635,DJ Bravo,2
635,S Kaushik,2
636,BCJ Cutting,2
636,S Aravind,2
633,CJ Jordan,2
633,Iqbal Abdulla,2
633,RA Jadeja,2
634,JO Holder,2
1,A Nehra,2
262,AC Thomas,2
262,DE Bollinger,2
631,DJ Hooda,2
631,Kuldeep Yadav,2
632,CH Gayle,2
4,Imran Tahir,2
2,TG Southee,1
635,Bipul Sharma,1
635,DR Smith,1
635,TA Boult,1
636,BB Sran,1
636,Bipul Sharma,1
636,Mustafizur Rahman,1
1,A Choudhary,1
632,CR Brathwaite,1
632,P Negi,1
632,S Aravind,1
632,Z Khan,1
633,YS Chahal,1
4,MP Stoinis,1
4,AR Patel,1
4,AB Dinda,1
3,TA Boult,1
3,PP Chawla,1
632,CJ Jordan,1
632,CH Morris,1
631,Shakib Al Hasan,1
631,Mustafizur Rahman,1
631,BB Sran,1
631,AS Rajpoot,1
630,JJ Bumrah,1
630,Harbhajan Singh,1
7,SP Narine,1
7,MJ McClenaghan,1
7,Kuldeep Yadav,1
266,JR Hopes,1
266,JD Unadkat,1
266,IK Pathan,1
266,AB Agarkar,1
265,NLTC Perera,1
265,MS Gony,1
265,A Mishra,1
264,TG Southee,1
264,R Ashwin,1
264,M Kartik,1
264,KMDN Kulasekara,1
261,RA Jadeja,1
261,J Botha,1
261,A Singh,1
260,PP Ojha,1
260,MM Patel,1
259,AM Nayar,1
258,L Balaji,1
258,J Syed Mohammad,1
258,DL Vettori,1
257,S Randiv,1
257,MM Patel,1
257,KA Pollard,1
257,JA Morkel,1
268,JE Taylor,1
268,J Syed Mohammad,1
268,DL Vettori,1
268,CH Gayle,1
267,SL Malinga,1
267,SK Warne,1
266,YK Pathan,1
266,M Morkel,1
256,R McLaren,1
256,PP Chawla,1
255,RR Powar,1
255,R Vinay Kumar,1
255,M Muralitharan,1
255,B Lee,1
271,J Botha,1
271,AC Thomas,1
270,YK Pathan,1
269,RR Powar,1
269,RA Jadeja,1
269,R Vinay Kumar,1
268,Z Khan,1
268,S Aravind,1
259,IK Pathan,1
259,DJ Hussey,1
254,AC Thomas,1
253,S Nadeem,1
253,S Dhawan,1
253,PP Ojha,1
253,JR Hopes,1
253,IK Pathan,1
253,AB Dinda,1
253,A Mishra,1
273,KA Pollard,1
273,Bipul Sharma,1
273,A Symonds,1
272,Harmeet Singh,1
271,SR Watson,1
271,SK Warne,1
256,SK Warne,1
256,RJ Harris,1
276,S Randiv,1
276,R Ashwin,1
276,J Botha,1
275,PP Ojha,1
275,JH Kallis,1
275,DW Steyn,1
275,DT Christian,1
275,B Lee,1
275,A Mishra,1
274,S Sreesanth,1
274,RP Singh,1
274,RE van der Merwe,1
274,M Morkel,1
254,SB Wagh,1
254,R Sharma,1
254,JEC Franklin,1
252,NLTC Perera,1
252,DE Bollinger,1
251,YK Pathan,1
251,SW Tait,1
251,SK Warne,1
251,Iqbal Abdulla,1
251,B Lee,1
250,R Sharma,1
250,JR Hopes,1
278,RP Singh,1
278,R Bhatia,1
277,MM Patel,1
277,KA Pollard,1
277,Harbhajan Singh,1
277,AC Thomas,1
276,SK Trivedi,1
249,RJ Harris,1
249,PP Chawla,1
248,Z Khan,1
248,TG Southee,1
248,SB Jakati,1
248,R Ashwin,1
281,Iqbal Abdulla,1
280,R McLaren,1
280,DL Vettori,1
279,JR Hopes,1
279,DT Christian,1
279,AM Salvi,1
279,A Mishra,1
278,YK Pathan,1
252,RV Gomez,1
252,RP Singh,1
245,A Mishra,1
244,RA Jadeja,1
244,R Vinay Kumar,1
244,R Sharma,1
244,M Muralitharan,1
283,R Vinay Kumar,1
283,CH Gayle,1
283,A Mithun,1
282,S Nadeem,1
282,M Morkel,1
282,JR Hopes,1
282,IK Pathan,1
282,DS Kulkarni,1
281,YK Pathan,1
281,L Balaji,1
250,JD Ryder,1
242,DP Nannes,1
241,SK Trivedi,1
241,RE van der Merwe,1
285,JA Morkel,1
285,J Botha,1
285,DJ Bravo,1
285,A Singh,1
284,RJ Harris,1
284,P Kumar,1
284,BA Bhatt,1
283,Z Khan,1
247,RV Gomez,1
245,R Ninan,1
245,JJ van der Wath,1
245,I Sharma,1
245,DT Christian,1
288,CK Langeveldt,1
288,CH Gayle,1
287,SJ Srivastava,1
287,RJ Harris,1
287,Bipul Sharma,1
286,WD Parnell,1
286,R Sharma,1
286,PP Ojha,1
286,A Mishra,1
244,JD Ryder,1
244,AC Thomas,1
243,TG Southee,1
243,S Randiv,1
243,RJ Harris,1
243,PP Chawla,1
243,JA Morkel,1
240,DW Steyn,1
239,WD Parnell,1
239,R McLaren,1
239,P Kumar,1
239,JD Ryder,1
239,AM Nayar,1
291,B Lee,1
290,SJ Srivastava,1
290,RJ Harris,1
290,PP Chawla,1
289,VR Aaron,1
289,JA Morkel,1
289,IK Pathan,1
289,DE Bollinger,1
289,AB Agarkar,1
288,SK Warne,1
293,P Kumar,1
293,M Morkel,1
292,SL Malinga,1
292,KA Pollard,1
292,JP Duminy,1
292,Harbhajan Singh,1
292,A Mishra,1
291,Z Khan,1
291,S Aravind,1
291,JD Unadkat,1
291,Iqbal Abdulla,1
241,M Morkel,1
241,IK Pathan,1
241,AB Dinda,1
241,A Singh,1
240,JP Duminy,1
237,Z Khan,1
237,V Kohli,1
237,TM Dilshan,1
237,S Sreesanth,1
237,RV Gomez,1
237,RA Jadeja,1
237,R Vinay Kumar,1
237,DP Nannes,1
237,DL Vettori,1
295,JP Duminy,1
295,DW Steyn,1
294,RP Singh,1
294,ND Doshi,1
294,JDP Oram,1
293,RJ Harris,1
293,PC Valthaty,1
298,WD Parnell,1
298,Iqbal Abdulla,1
298,B Kumar,1
298,AC Thomas,1
297,SB Jakati,1
297,S Sreesanth,1
297,RP Singh,1
297,R Ashwin,1
297,DJ Bravo,1
297,DE Bollinger,1
297,BJ Hodge,1
296,PC Valthaty,1
295,Yuvraj Singh,1
295,WD Parnell,1
238,M Morkel,1
238,AG Murtaza,1
235,TG Southee,1
235,SK Raina,1
235,SB Jakati,1
235,S Randiv,1
235,R Ashwin,1
235,Iqbal Abdulla,1
234,Z Khan,1
234,SK Raina,1
234,M Muralitharan,1
234,KA Pollard,1
234,JA Morkel,1
300,PC Valthaty,1
300,JP Duminy,1
300,DW Steyn,1
299,SK Warne,1
299,A Singh,1
304,R Ashwin,1
304,DJ Bravo,1
304,DE Bollinger,1
304,A Mithun,1
303,L Balaji,1
303,Iqbal Abdulla,1
302,V Kohli,1
302,R Ashwin,1
302,JA Morkel,1
302,A Mithun,1
301,SS Mundhe,1
301,MR Marsh,1
301,JP Faulkner,1
300,RJ Harris,1
300,PP Ojha,1
235,YK Pathan,1
233,R Sharma,1
233,ND Doshi,1
233,DW Steyn,1
232,SK Raina,1
232,R Ashwin,1
232,PP Ojha,1
232,M Muralitharan,1
232,JA Morkel,1
232,Harmeet Singh,1
306,AN Ahmed,1
305,SL Malinga,1
305,Harbhajan Singh,1
305,DS Kulkarni,1
305,B Lee,1
304,SB Jakati,1
304,S Aravind,1
231,CRD Fernando,1
231,A Kumble,1
230,R Sathish,1
230,MK Tiwary,1
230,JD Unadkat,1
230,AB Dinda,1
229,WPUJC Vaas,1
308,DJ Bravo,1
308,DE Bollinger,1
307,SK Raina,1
307,J Syed Mohammad,1
307,DJ Bravo,1
307,DE Bollinger,1
306,Z Khan,1
306,KA Pollard,1
234,DE Bollinger,1
228,R Ashwin,1
228,PP Chawla,1
228,JA Morkel,1
228,J Theron,1
227,SE Bond,1
227,M Kartik,1
227,LR Shukla,1
310,PP Ojha,1
310,MN Samuels,1
310,KA Pollard,1
310,Harbhajan Singh,1
309,R Bhatia,1
309,JH Kallis,1
308,JEC Franklin,1
232,A Symonds,1
231,KP Pietersen,1
225,RP Singh,1
225,RJ Harris,1
225,R Sharma,1
312,GJ Maxwell,1
312,DL Vettori,1
312,AB McDonald,1
311,SK Trivedi,1
311,PP Chawla,1
311,Harmeet Singh,1
311,A Singh,1
310,WD Parnell,1
310,R Sharma,1
229,PD Collingwood,1
229,MR Marsh,1
229,A Mishra,1
228,SK Raina,1
315,AD Mascarenhas,1
315,AB Dinda,1
315,A Nehra,1
314,R Bhatia,1
314,J Botha,1
313,TP Sudhindra,1
313,SK Raina,1
313,Ankit Sharma,1
312,Z Khan,1
312,S Nadeem,1
226,Z Khan,1
226,R McLaren,1
226,KP Pietersen,1
226,A Kumble,1
225,Yuvraj Singh,1
225,VS Malik,1
225,J Theron,1
225,IK Pathan,1
224,TM Dilshan,1
224,SB Jakati,1
224,R Ashwin,1
224,DP Nannes,1
224,A Mishra,1
223,SK Warne,1
223,R Vinay Kumar,1
223,Kamran Khan,1
317,DL Vettori,1
316,DT Christian,1
316,A Mishra,1
315,MN Samuels,1
315,JP Faulkner,1
315,JD Ryder,1
319,AA Chavan,1
318,UT Yadav,1
318,R Ashwin,1
318,IK Pathan,1
317,RN ten Doeschate,1
317,HV Patel,1
223,JH Kallis,1
223,DW Steyn,1
222,SK Raina,1
222,SB Jakati,1
222,M Muralitharan,1
222,CH Gayle,1
221,Harbhajan Singh,1
221,AB McDonald,1
221,A Nehra,1
225,PP Chawla,1
220,A Symonds,1
220,A Kumble,1
219,SK Trivedi,1
219,KA Pollard,1
219,Harbhajan Singh,1
219,DS Kulkarni,1
219,AP Dole,1
218,Yuvraj Singh,1
322,A Singh,1
321,R Sharma,1
321,PP Chawla,1
321,AD Mathews,1
321,AB Dinda,1
320,Z Khan,1
320,R Vinay Kumar,1
319,KK Cooper,1
216,SK Raina,1
216,SB Jakati,1
216,RP Singh,1
216,PP Ojha,1
324,VY Mahesh,1
324,AD Mathews,1
324,AB Dinda,1
324,A Nehra,1
323,V Pratap Singh,1
323,UT Yadav,1
323,DT Christian,1
322,SP Narine,1
322,J Botha,1
322,GB Hogg,1
322,AL Menaria,1
220,R Vinay Kumar,1
328,Anand Rajan,1
327,PP Ojha,1
327,IK Pathan,1
326,Z Khan,1
326,J Botha,1
326,GB Hogg,1
326,DL Vettori,1
325,Shakib Al Hasan,1
325,Harmeet Singh,1
325,AD Mascarenhas,1
218,L Ablish,1
218,J Theron,1
218,A Mishra,1
217,DW Steyn,1
217,AD Mathews,1
217,A Kumble,1
215,JP Duminy,1
214,R Vinay Kumar,1
214,P Kumar,1
214,MR Marsh,1
214,A Symonds,1
214,A Kumble,1
213,R Bhatia,1
329,MN Samuels,1
329,HV Patel,1
329,DL Vettori,1
329,AD Mathews,1
329,AB Dinda,1
329,A Nehra,1
328,SK Trivedi,1
328,DT Christian,1
328,BJ Hodge,1
212,SR Watson,1
212,RS Bopara,1
211,SK Raina,1
211,SB Jakati,1
211,S Tyagi,1
211,Harbhajan Singh,1
332,SB Jakati,1
332,R Ashwin,1
332,DE Bollinger,1
331,S Dhawan,1
331,M Morkel,1
330,R Bhatia,1
330,L Balaji,1
216,Harmeet Singh,1
216,A Symonds,1
215,KA Pollard,1
209,MF Maharoof,1
209,KP Appanna,1
209,DL Vettori,1
209,A Mithun,1
335,M Kartik,1
334,SB Jakati,1
334,R Ashwin,1
334,KMDN Kulasekara,1
334,GB Hogg,1
334,DE Bollinger,1
333,R Vinay Kumar,1
333,PP Chawla,1
333,HV Patel,1
213,Iqbal Abdulla,1
213,DL Vettori,1
213,AB Agarkar,1
208,J Theron,1
208,IK Pathan,1
207,SL Malinga,1
207,RJ Harris,1
207,R Sharma,1
338,Pankaj Singh,1
337,R Bhatia,1
337,B Lee,1
337,Ankit Sharma,1
337,Anand Rajan,1
337,A Mishra,1
211,DJ Bravo,1
211,DE Bollinger,1
210,PP Ojha,1
210,DR Smith,1
209,R Bhatia,1
341,MS Gony,1
341,MN Samuels,1
341,B Kumar,1
341,Ankit Sharma,1
340,RP Singh,1
340,PP Chawla,1
340,JEC Franklin,1
340,CJ McKay,1
339,R Sharma,1
339,M Morkel,1
339,IK Pathan,1
338,Z Khan,1
209,A Kumble,1
208,SE Bond,1
208,RS Bopara,1
208,M Kartik,1
205,SJ Srivastava,1
205,R Vinay Kumar,1
205,JH Kallis,1
205,IK Pathan,1
205,DW Steyn,1
205,Bipul Sharma,1
205,A Kumble,1
204,SE Bond,1
204,M Kartik,1
344,DL Vettori,1
343,P Kumar,1
343,KMDN Kulasekara,1
343,DJ Hussey,1
342,M Morkel,1
342,AB Agarkar,1
341,R Sharma,1
346,RP Singh,1
346,MM Patel,1
346,JP Duminy,1
346,A Ashish Reddy,1
345,M Morkel,1
345,IK Pathan,1
345,GB Hogg,1
345,AA Chavan,1
344,Z Khan,1
344,YK Pathan,1
344,SP Narine,1
344,R Bhatia,1
344,LR Shukla,1
206,SK Warne,1
206,SB Wagh,1
206,M Muralitharan,1
203,V Sehwag,1
203,SW Tait,1
203,SK Warne,1
203,S Ladda,1
203,PD Collingwood,1
202,T Thushara,1
202,R Vinay Kumar,1
202,KP Pietersen,1
348,B Kumar,1
348,Ankit Sharma,1
348,A Nehra,1
348,A Ashish Reddy,1
347,SP Narine,1
347,JA Morkel,1
347,B Lee,1
346,V Pratap Singh,1
351,MM Patel,1
351,AB Dinda,1
350,RJ Harris,1
350,PP Chawla,1
350,KP Appanna,1
349,UT Yadav,1
349,SR Watson,1
349,M Morkel,1
349,AA Chavan,1
348,WD Parnell,1
348,V Pratap Singh,1
348,S Dhawan,1
348,MN Samuels,1
204,CH Gayle,1
204,AD Mathews,1
204,AB Agarkar,1
201,SJ Srivastava,1
201,PP Chawla,1
201,IK Pathan,1
201,DJ Bravo,1
200,R Bhatia,1
200,PD Collingwood,1
200,I Sharma,1
200,DP Nannes,1
352,SK Raina,1
352,JA Morkel,1
352,DT Christian,1
352,BW Hilfenhaus,1
352,AA Jhunjhunwala,1
352,A Mishra,1
352,A Ashish Reddy,1
351,PP Ojha,1
355,JEC Franklin,1
354,STR Binny,1
354,SK Trivedi,1
353,SP Narine,1
353,R Bhatia,1
353,M Kartik,1
353,JH Kallis,1
353,Iqbal Abdulla,1
200,CH Gayle,1
200,A Mishra,1
199,KA Pollard,1
198,YK Pathan,1
198,SK Warne,1
202,JH Kallis,1
202,DW Steyn,1
202,A Kumble,1
197,R Vinay Kumar,1
197,PJ Sangwan,1
197,DW Steyn,1
196,PP Chawla,1
196,CH Gayle,1
196,AD Mathews,1
195,SK Warne,1
357,VR Aaron,1
357,PJ Sangwan,1
357,M Morkel,1
357,B Lee,1
356,V Pratap Singh,1
356,P Parameswaran,1
356,Anand Rajan,1
356,A Ashish Reddy,1
355,R Ashwin,1
194,Harbhajan Singh,1
193,SK Warne,1
193,SJ Srivastava,1
193,S Sreesanth,1
193,PP Chawla,1
193,MM Patel,1
360,PP Ojha,1
359,V Pratap Singh,1
359,S Dhawan,1
359,PP Chawla,1
358,WD Parnell,1
358,STR Binny,1
358,MJ Clarke,1
358,J Botha,1
358,B Kumar,1
197,UT Yadav,1
363,PP Ojha,1
363,MM Patel,1
363,KA Pollard,1
363,DR Smith,1
362,R Sharma,1
362,KP Appanna,1
362,HV Patel,1
362,AD Mathews,1
361,SR Watson,1
361,RA Jadeja,1
361,R Ashwin,1
195,PP Ojha,1
194,SB Jakati,1
194,R McLaren,1
194,L Balaji,1
194,Joginder Sharma,1
192,L Balaji,1
192,JA Morkel,1
192,A Kumble,1
191,M Kartik,1
191,Harbhajan Singh,1
190,Yuvraj Singh,1
190,RR Powar,1
190,PP Chawla,1
190,L Balaji,1
366,A Mishra,1
365,SW Tait,1
365,AD Mathews,1
364,R Ashwin,1
364,JA Morkel,1
364,IK Pathan,1
363,Shakib Al Hasan,1
369,P Kumar,1
368,RA Jadeja,1
368,R Ashwin,1
368,BW Hilfenhaus,1
367,Z Khan,1
367,RP Singh,1
367,R Vinay Kumar,1
367,MM Patel,1
367,M Muralitharan,1
367,KA Pollard,1
367,Harbhajan Singh,1
367,HV Patel,1
366,P Kumar,1
366,P Awana,1
366,MS Gony,1
192,P Kumar,1
189,WPUJC Vaas,1
189,S Ladda,1
189,PP Ojha,1
189,MC Henriques,1
189,DP Nannes,1
189,A Mishra,1
188,Z Khan,1
188,P Kumar,1
188,JH Kallis,1
188,Harbhajan Singh,1
370,MM Patel,1
370,KA Pollard,1
370,Iqbal Abdulla,1
370,DR Smith,1
369,PP Chawla,1
369,P Negi,1
186,RP Singh,1
186,RG Sharma,1
186,PP Ojha,1
186,Jaskaran Singh,1
186,IK Pathan,1
186,Bipul Sharma,1
373,A Chandila,1
372,VR Aaron,1
372,M Muralitharan,1
371,RJ Harris,1
371,JA Morkel,1
371,BW Hilfenhaus,1
370,Shakib Al Hasan,1
370,SL Malinga,1
190,IK Pathan,1
189,Y Nagar,1
185,DP Nannes,1
185,A Mishra,1
183,SL Malinga,1
183,PJ Sangwan,1
375,MJ Clarke,1
375,L Balaji,1
375,Iqbal Abdulla,1
375,B Kumar,1
374,AD Russell,1
373,STR Binny,1
373,MS Gony,1
373,J Botha,1
188,A Kumble,1
187,SK Trivedi,1
187,MM Patel,1
186,SJ Srivastava,1
378,P Negi,1
378,L Balaji,1
378,Iqbal Abdulla,1
378,IK Pathan,1
377,SL Malinga,1
377,KA Pollard,1
376,V Pratap Singh,1
376,P Parameswaran,1
376,M Muralitharan,1
375,SP Narine,1
375,R Bhatia,1
186,A Symonds,1
185,UT Yadav,1
185,TM Dilshan,1
185,R Ashwin,1
185,Joginder Sharma,1
182,R Ashwin,1
182,MS Gony,1
182,M Muralitharan,1
182,LR Shukla,1
182,JA Morkel,1
182,I Sharma,1
182,BJ Hodge,1
181,PP Chawla,1
181,P Kumar,1
379,R Ashwin,1
379,KA Pollard,1
379,JEC Franklin,1
379,BW Hilfenhaus,1
378,UT Yadav,1
378,Shakib Al Hasan,1
378,R Bhatia,1
382,A Nehra,1
381,Shakib Al Hasan,1
381,R Bhatia,1
381,R Ashwin,1
381,JH Kallis,1
381,JA Morkel,1
381,DJ Bravo,1
380,UT Yadav,1
380,P Negi,1
380,JA Morkel,1
380,DJ Bravo,1
380,BW Hilfenhaus,1
379,SB Jakati,1
379,RA Jadeja,1
183,KA Pollard,1
183,A Mishra,1
181,Bipul Sharma,1
180,SK Warne,1
180,PJ Sangwan,1
180,MM Patel,1
180,MF Maharoof,1
180,DP Nannes,1
180,A Mishra,1
179,RP Singh,1
179,RG Sharma,1
179,R Ashwin,1
384,A Ashish Reddy,1
383,MG Johnson,1
383,M Kartik,1
383,Harbhajan Singh,1
382,L Balaji,1
382,J Botha,1
177,PJ Sangwan,1
177,IK Pathan,1
177,A Mishra,1
176,SW Tait,1
386,DP Nannes,1
386,B Laughlin,1
386,AS Rajpoot,1
385,S Sreesanth,1
385,S Nadeem,1
385,R Shukla,1
384,Yuvraj Singh,1
384,R Sharma,1
384,MN Samuels,1
384,B Kumar,1
181,JH Kallis,1
181,DW Steyn,1
388,DW Steyn,1
388,A Mishra,1
388,A Ashish Reddy,1
387,RJ Harris,1
387,R Sharma,1
387,PP Chawla,1
387,P Awana,1
387,AD Mathews,1
386,R Ashwin,1
386,MG Johnson,1
386,KA Pollard,1
178,P Kumar,1
178,CK Langeveldt,1
177,YA Abdulla,1
177,VY Mahesh,1
177,TM Dilshan,1
175,LR Shukla,1
175,Jaskaran Singh,1
175,I Sharma,1
175,BJ Hodge,1
175,AD Mathews,1
174,RP Singh,1
